Nama,Alamat,Latitude,Longitude
Sikhom Motor,"Ds Tempel Rt 25/06, Plumbon, Suruh, Salatiga",-7.362862,110.533004
Hero Motor,Jl. Gajah Mada 48 Pekalongan,-6.888815,109.666766
HeroÂ motor,Jl. Gajah Mada No. 48,-6.888889,109.666389
Limpung motor,Jl. Raya Pungangan,-7.011304,109.922191
Toko Nusantara Motor,Jl.Gajah Mada No.44,-6.888957,109.666838
Aneka Motor,Jl. Raya Wiradesa 478 Pekalongan,-6.891809,109.619281
Ud. Diamond,Jl.Wr. Supratman 18 Pekalongan,-6.874298,109.676937
Toko Santoso Motor,JL.TERATE NO.126,-6.88949,109.6809
BerdikariÂ motor,Jl. Sultan Agung No. 106,-6.883333,109.675
Oscar Motor,Jl. Sultan Agung 123 Pekalongan,-6.970589,110.190648
Wisnu Rekso,Jl. Dr Sutomo 129 Pekalongan,-6.902947,109.688739
Cv. Berdikari,Jl. Sultan Agung 106 Sugihwaras Pekalongan,-6.92044,109.72475
Jaya Motor,Jl. Gajah Mada 76,-6.885873,109.667584
Eva Jaya Motor,Jl. Raya Sragi 7 Pekalongan,-6.920522,109.570482
Saba Putra Motor,Jl.Raya Sragi 965 Pekalongan,-6.925349,109.568311
Subur Motor,Jl.Diponegoro No.19 Rt.10 Rw.04,-7.028889,109.580278
Lumayan Motor,Jl.Diponegoro 701 Kajen Pekalongan,-7.0137,109.499005
Toko Jaya Motor,Jl.Gembong Utara No.8 Rt.03/14,-6.963333,109.646389
Putra Jaya,Jl. Raya Gembong 29 Kedungwuni,-6.96209,109.646971
Areza Motor,Jl Raya Karanganyar 40 Kajen,-7.02803,109.62615
Anjog Motor,"JL. SAWANGAN RT10/RW05, DORO, PEKALONGAN",-7.02916,109.68473
Wahana Motor Iii,JL. KUTOSARI,-7.01602,109.68971
Berkah Bersama,JL.YOS SUDARSO KOMPLEK RUKO NO.8,-6.9062,109.73046
Amelia Jaya Motor,JL.DESA MENGUNENG WARUNG ASEM,-6.92515,109.7
Gapura,Jl. Warung Asem Pekalongan,-6.900678,109.533159
Usaha Baru Motor,Jl Re Martadinata 175B Batang,-6.907364,109.731762
Chrisma Motor,Jl. Raya Subah 78B Batang,-6.941913,109.775957
Toko Sanjaya Motor,Jl.Raya Limpung,-7.016389,109.921944
Mandala Bhumi,Jl.Raya No.54,-7.015556,109.923056
Wijaya Motor,JL. RAYA LIMPUNG - TERSONO KM 01 BABADAN LIMPUNG,-7.01716,109.92654
Insan motor service,Komp. Terminal Lama No. 40,-7.039218,109.902051
Kisno motor,Jl. Raya Limpung No. 88 Batang,-7.040129,110.364055
Bagus Motor,Komplek Pertokoan Sempu Blok B11/12 Limpung,-7.011304,109.922191
Jayanti Indah Motor,Jl. Raya Bawang Km 8 (barat Rsi),-7.401836,109.614854
Puji Motor,Jl.Sukarno Hatta No.303,-6.92,110.202222
Kranggan Aji Motor,"Jl. Raya Barat, Kendal",-6.92326,110.199692
Jadi Jaya Motor,Jl. Raya 60A Cepring Kendal,-6.927431,110.144485
GunungÂ masÂ motor,Jl. Terminal Colt No. 14,-6.919722,110.063056
Karisma Motor,Jl.Utama Timur No.132,-6.97226,110.075497
Nirwana motor,Jl. Utama Timur No. 138,-6.972414,110.072914
Toko 27,Jl. Raya 128 Nawangsari Weleri Kendal,-6.971999,110.075677
Muncul Baru Motor,"Jl. Sujono 128, Sukorejo",-7.085251,110.032487
Harapan Motor,"Jl. Raya Sukorejo-Parakan Km. 1,5",-7.096696,110.058876
Nusa Indah Motor,Jl. Raya Kaliwungu 59 Kendal,-6.941975,110.233923
Sumber Mulia,Jl. Raya Barat 350 Kaliwungu Kendal,-6.955553,110.247285
Jono motor,JL. BEBENGAN GLAGAH RT.03/04 BOJA,-7.62278,110.15961
Yan Motor,Jl. Pasar Boja Blok G Boja-Kendal,-7.105992,110.260606
Jono Motor,Desa Bebengan,-7.10624,110.252311
Cv. Inti Karya Niaga,Jl. Brigjen Katamso 4 RT 04/08 Tegalsari,-6.8595,109.13775
Sahabat Motor,"JL JEND A.YANI NO 212 , MINTARAGEN, TEGAL",-6.8653,109.13658
Toko Sepeda Sahabat,Jl.A.Yani No.212 RT.002/001,-6.86572,109.13644
Cempaka Kusuma Korter,Jl.Cempaka No.2 Rt.07/05 Kejambon Tegal Timur Tega,-6.87611,109.1405
Lukman Jaya Motor,JL. CIPTO MANGUNKUSUMO 171-173 TEGAL,-6.87575,109.10405
Nusantara motor,Jl. Ar Hkim No. 7,-7.083188,110.914344
Gemilang Motor,Jl.AR.Hakim No.48,-6.870833,109.136389
Sumber langgan motor,Jl. AR Hakim No. 101-103,-6.874416,109.136482
Restu jaya motor,KIOS SAMPING PASAR PESAYANGAN TEGAL,-6.917524,109.134155
Lukman motor,Jl. DR. Cipto Mangunkusumo Rt.04/02,-6.87576,109.10404
Sumber Jadi Motor,"JL. SI KLEPUH NO.5 RT01/RW01. KRAMAT, TEGAL",-6.88589,109.15193
Jatimas Motor 2,JL. RAYA GARUDA DS. BABAKAN 02/04,-6.79532,109.18027
Bintang Motor,Jl. Palaraya Mejasem Barat Tegal,-6.886403,109.150792
Bina Makmur,JL. Pala Raya/Ruko Mejasem Asri 2 Tegal,-7.353926,109.311395
Aneka Motor,Jl. Raya Suradadi 99 Tegal,-6.875569,109.283245
Jati Mas Motor,Jl. Karang Jati Tarub Tegal,-6.947462,109.184108
Awang Motor,Jl. Karangjati RT. 04/02 Karangjati,-6.947457,109.188831
Gangsar Motor,Pagongan Rt.03/02,-6.90125,109.12471
Toko Lancar Motor,JL. RAYA II,-6.91101,109.12679
Gangsar Motor,Jl. Raya 2 Pagongan 44 Dukuhturi Tegal,-6.90506,109.126263
Jawad Putra,Jl. Teuku Umar 46 Debong Tengah Tegal,-6.885364,109.126675
Nusantara Jaya Motor,Jl. Kates Raya 38 Banjaran Adiwerna,-7.016973,110.454634
Hoki Jaya Motor,Jl.Raya Barat No.7,-6.95178,109.14582
Gedogan Motor,Jl.Letjend.Suprapto No.18,-6.858611,109.132778
Toko Han San Motor,JL. AGUS MIFTAH NO.2,-6.93907,108.88994
Surya Motor Variasi,JL.SUTOYO NO.28,-6.86822,109.03855
Central Motor,Jl. Letjen Suprapto 7 Brebes,-6.922373,108.832869
Cahaya Motor,Jl. P. Diponegoro 170 Brebes,-7.538153,110.622765
Sumber Motor@,Jl. Sultan Agung No. 6 Brebes,-6.873941,109.040127
Sumber Jaya Motor,Jl.Kh Ahmad Dahlan 5 Pasar Batang Brebes,-6.991469,109.138002
Toko Bani Djauhari,Jl. Raya Bulakamba Rt 02/02 Desa Bulusari,-6.87883,109.083922
Teguh Motor,Jl.Raya Barat No.183,-6.966667,109.056667
Bj Motor,Jl Raya Klampis Jatibarang Brebes,-6.860409,109.116161
Adi Mustika,Jl. Raya Barat 57 Jatibarang,-6.966437,109.051963
Mekar Sari Putra,Jati Barang Lor Brebes,-6.752652,111.051403
Buana Motor,DK.KEWADON,-6.92511,108.98859
Buana Motor,Jl.Raya Jatibarang Sitanggal Km 7 Larangan,-6.948596,108.96857
Naufalmotor,"JL. JENDRAL A. YANI RT 006/005 KETANGGUNGAN,BREBES",-6.9399,108.89213
Angkasa Motor,Jl. Jendral Sudirman Brebes,-6.941041,108.894715
Refy Jaya Motor,Jl.Pemuda N0.29 Rt.05/02,-6.92953,108.876
Sri jaya motor,Jl. Jend Sudirman 135,-6.89033,109.38806
Toko Widiasari,Jl. Slamet Riyadi 50 Kersana Ketanggungan,-6.929882,108.859183
Obe Motor,Jl. Raya Tonjong Timur 3 Tonjong Bumiayu,-7.18425,109.021309
Toko Garuda Motor / Ermawati,Jl.Raya Jatisawit No.49,-7.266111,109.012778
Sinar Motor,Jl.Raya Bumiayu Desa Jatisawit,-7.26024,109.00863
Duta Motor,Rt.06 Rw.05 Desa Kalierang,-7.25953,109.00853
Am Jaya Motor,Jl.Kh Ahmad Dahlan Pasar Batang Brebes,-6.864234,109.044738
Bsa Motor,Jl. Lingkar Bumiayu,-7.23777,109.01629
AsiaÂ motor,JL.URIP SUMOHARJO 37 PEMALANG,-6.884167,109.379167
Asia Motor,Jl. Urip Sumoharjo 37 Pemalang,-6.884281,109.377111
RejoÂ motor,Jl. Jenderal Sudirman 62,-6.890833,109.393611
Raip olie,Jl. Sudirman Timur 60,-6.890756,109.391671
Tk Motor,JL. DI PANJAITAN BOJONGBATA RT 02/02,-6.91974,109.38426
Rejo Motor,Jl.Jend.Sudirman 62 X,-6.890786,109.391623
Ud Cahaya Abadi,Jl.Jend.Sudirman Rt.01 Rw.05,-6.893429,109.408121
Latansa Motor,Jl. Jendral Sudirman Timur 51 Pemalang,-6.927225,109.403391
Nusantara motor,Jl. A. Yani No. 5,-6.900594,109.533428
Sidomukti motor,Jl. Jendral A.Yani 48 Comal,-6.899504,109.661442
Toko Saba Putra,DUKUH GEMBYANG RT02/14,-6.95362,109.50788
Super Motor,Jl.Mayjend.Sutoyo 23,-6.983056,109.145556
Jakarta Motor,Jl. Jend. Sudirman 21 Slawi,-6.990024,109.141091
Toko Jms Motor,JL. JEND. SUDIRMAN NO.17 RT03/06,-6.98939,109.14103
Satria Motor,Jl. Ahmad Yani No 2 Slawi,-7.136431,110.409878
Merpati Motor,Slawi Kulon Kec Slawi 004/004 Slawi,-6.988334,109.134782
Toko Jakarta Motor,Jl.Jend.Sudirman RT.003/006,-6.98927,109.14105
Kerabat Motor,Jl.Raya Barat No.15,-6.968611,109.056389
Karabat Motor,Jl. Raya Barat 15 Lebaksiu Tegal,-7.046749,109.14349
Bina Karya,Jl.Raya Margasari No.154,-7.096111,109.010556
Ayu Lestari Variasi,Jl.Raya Banjaranyar Batuagung,-7.091099,109.093525
Ayu Lestari,Jl. Batu Agung Balapulang Tegal,-6.997889,110.379823
Ayu Lestari Putri,Jl. Pramuka 83 Tegal,-7.051945,109.099379
Ba’is Motor,"JL. RAYA PURBAYASA,DEPAN GERBANG PURBAYASA",-6.9475,109.74556
Lancar jaya motor,Jl. Utara Pasar Balamoa No. 29,-6.947272,109.184286
Langgeng Langgan Motor,Jl. Raya Balamoa Derma Sandi Rt.8 Rw.1 19,-7.044384,109.100308
New Kondang Motor,JL Jend Sudirman 745,-7.429006,109.254859
Cv Putra Mandiri Persada,JL. JEND. SUPRAPTO 78 RT.01/07,-7.42399,109.24392
Roma motor,Jl.Jend. Suprapto No 56,-7.424167,109.243611
Banyumas Motor,"Jl. Hr. Bunyamin 7, Bancarkembar, Purwokerto",-7.406321,109.245258
New Panda,"JL YOS SUDARSO NO.37, PURWOKERTO",-7.42057,109.20114
Cv Makmur Sejahtera,"JL. SENOPATI 449 RT.001/003 DUKUH WALUH,",-7.40294,109.28468
Andi Motor,"JL.RAYA KARANG KEMIRI,KARANG LEWAS",-7.41608,109.18014
San Jaya Motor,Jl. Raya Pancasan No.233,-7.415556,109.088333
Bintang Putra,Jl. Raya 60 (depan Kecamatan Baru),-7.442576,109.107881
Rizky Motor,"DS. PAKUNCEN, AJIBARANG, PURWOKERTO",-7.36895,109.08381
Berkah Jaya Motor,Jl. Pertigaan Legok Pekuncen Bumiayu,-7.35611,109.0795
Setiawan Motor,Jl. Raya Utara 5 Banyumas,-7.513682,109.05769
Cv Putra Mandiri Persada,"JL. JEND SUPRAPTO 78, PURWOKERTO",-7.42389,109.24361
Roma Motor,Jl. Jend. Suprapto 56,-7.424065,109.243943
Kurnia Motor,JL JEND SUPRAPTO,-7.45761,109.30099
Sejahtera Motor,JL. SENOPATI NO.449 RT.001/003,-7.41461,109.26692
Wijahan Motor,"DESA KECILA RT 02 / RW 01 KEMRANJEN, BANYUMAS",-7.59346,109.31026
Wijahan Motor,Jl. Raya Kecila Kios Pasar Wijahan,-7.595278,109.318611
Hari Gemilang Lestari,"Jl. Kapt. Tendean No. 52 ,",-7.724444,109.006667
Ria Motor,Jl. Raya Pasar Kawunganten RT.001 RW.001,-7.594492,108.919351
Tunggal Motor,Jl. P Diponegoro 169 Majenang,-7.298684,108.771099
Sinar mustika motor,Jl. Pasar Gede Blok A 22,-7.73394,109.00757
Jaya motor,Jl. A. Yani No. 126,-7.738007,109.009783
Rajawali Motor,Jl. Panjaitan 8 Cilacap,-7.727111,109.005762
Hari Motor,Jl. Tendean 52 Cilacap,-7.729776,109.007222
Wella motor,Jl. Gatot Subroto 8,-7.716111,109.015
Mugi Jaya Motor,"JL. DIPONEGORO RT04/RW01, KURIPAN KIDUL, KESUGIHAN",-7.66199,109.08105
Cv Trijaya Motor Perkasa,JL. JEND. SUDIRMAN 23 RT.15/04,-7.63235,109.24738
Nusantara motor,Jl. Letjend. Suprapto No. 21-22,-7.425833,109.243333
Luberan motor,Jl. Ahmad Yani NO. 21,-7.629167,109.250278
Toko toro motor,Jln.Jend.Sudirman,-7.6326,109.2425
Harapan,Jl.Jend. Sudirman 27,-7.632508,109.247706
Nusantara Motor,Jl. Jendral Sudirman 48 Kroya,-7.63248,109.246342
Central motor,Jl. A. Yani No. 79,-7.393168,109.353737
Cv Mekar Jaya Sentosa,Jl. MT Haryono RT. 03/III,-7.388329,109.357519
Mantep Motor,"JL. BRIGJEN SUWONDO BI/C9 BOBOTSARI, PURBALINGGA",-7.30552,109.3717
Mantep Motor,"Jl. Brig Jend. Suwondo B1/C9, Ds. Majapura RT.01/3",-7.304632,109.376969
Doni Motor,"JL. RAYA DESA TIDU RT.01/01 BUKATEJA, PURBALINGGA",-7.44706,109.41319
Junior Central Ban,TIMBANG RT 16/05 KEL. TIMBANG,-7.39845,109.53764
Cv Surya Pratama Ritelindo,"PARKANCANGGAH, KEL. PARAKANCANGGAH",-7.39712,109.69526
Cv Shinta Motor Sejahtera,"KRANDEGAN, KEL. KRANDEGAN, KEC. BANJARNEGARA",-7.38684,109.69674
Surya jaya motor,Jl. Letjend Suprapto No. 73,-7.399652,109.681155
Surya Motor,Jl. Pemuda No 64 depan alun-alun,-7.401836,109.695231
"Toko "" Maju Motor ""","Jl. Letjen Suprapto 62 RT.4/VIII,",-7.399444,109.686111
Super jaya motor,Jl. Letjen Suprapto 72,-7.398889,109.690556
Jangkrik Motor,"JL. PAGENTAN DEPAN PUSKESMAS 1, BANJARNEGARA",-7.30064,109.80992
Ali Pojok Motor,JL RAYA MANDIRAJA -RAKIT RT 006/002,-7.44788,109.52278
Maju Motor,Jl. Letjend Suprapto 51 Banjarnegara,-7.398984,109.689163
Karunia Motor,"BOJANEGARA RT06/RW02, BOJANEGARA, SIGALUH",-7.4146,109.80967
Stasiun Ban Motor,JL RAYA SIGALUH DS.BRAYUT 56,-7.39495,109.76539
Kliwon Motor,Jl. A. Yani 422 Purworejo,-7.71444,110.01314
Jawa Motor,Jl. A. Yani 350 Purworejo,-7.70588,110.02153
Matahari Motor,Jl. KHA. Dahlan 28,-7.712218,110.015281
Trijaya Motor,Jl. Veteran No. 35 A Brengkelan,-7.72394,109.905864
Inti Motor,Jl. A. Yani 24,-7.71541,110.01415
Benteng Motor,Jl.Pramuka 21 Purworejo,-7.70906,110.01658
Brilliant Motor,"Jl. Kemiri Pituruh, Kerep, Purworejo",-7.73197,109.85439
Trijaya Motor,Jl. Veteran 35 Purworejo,-7.70566,110.01927
Rizqi oil,Jl. Raya Timur Karanganyar,-7.38483,111.08196
Cv Mandiri Mitra Niaga,"JALAN MAGELANG KM. 11,5",-7.62123,110.03701
Bmc Motor,Jl. P. Diponegoro 216 Kutoarjo,-7.75098,109.57363
Bengkel Anugerah Motor,Ketawang Km. 4 RT 02/02,-7.725151,110.026886
Cv Indah Motor,JL PANGERAN DIPONEGORO NO 136,-7.7231,109.90841
Cipto motor,Jl. Kemiri Tursino Purworejo,-7.67181,109.93131
Fanny motor,Jl. P. Diponegoro Katerban Kutoarjo,-7.72573,109.89903
Indah Motor,Jl. P. Diponegoro 149,-7.722687,109.909481
Abadi Motor,Timur PS Butuh Kutoarjo,-7.65267,110.47185
Indah Motor,Jl. Diponegoro 149 Kutoarjo,-7.722587,109.909654
Indah Motor Ii,"Jl. Diponegoro 177 Kutoarjo, Purworejo",-7.72093,109.91411
IndraÂ jayaÂ saktiÂ motor,Jl. Raya Mranggen No. 168,-7.026389,110.518333
Cipta Jaya Motor,Jl Kutoarjo Kebumen Km 6 Butuh Purworejo,-7.772634,109.88686
Anugrah Motor,Jl. Kutoarjo-Ketawang Rejo Rt 03/01 Grabag,-7.82052,109.90087
Omega Motor,JL. MAYJEND SUTOYO NO. 42,-7.58396,109.65732
Pemuda motor,Jl. Pemuda 17,-7.6825,109.659444
Satu Hati Motor,Jl. Raya Petanahan-Puring Km 1 Kebumen,-7.73964,109.53285
Tunggal Jaya,Jl. Pahlawan 118 Kebumen,-7.66966,109.65273
Barkah Motor,Ds. Jabres RT 02/04,-7.68565,109.618386
Satu Hati Motor,Desa Karangduwur RT.03 RW.01,-7.7375,109.586111
Cv Putra Ramayana,Jl.Raya Solo Baru CA.17,-7.598611,110.811667
Naga Mas Motor,Jl Jend Sudirman Timur No 8,-7.100278,109.328889
Toko Sepeda ¿kita¿,"Jl. Dr. Wahidin , Kutowinangun",-7.717778,109.735
Dans tech motor,Jl. Raya Prembun,-7.72373,109.80057
Toko Danstech,Jl. Raya Prembun No.39 RT.01/02,-7.680639,109.638875
Bengkel Kita,Jl. Raya Prembun 70,-7.723483,109.797557
Kusuma Jaya Motor,Jl. Raya KM 1 Desa Mrentul,-7.73285,109.81572
Kenebae motor,Jl. Yos Sudarso 483 A Kebumen,-7.60848,109.50056
Kenebae,Jl. Yos Sudarso No. 483 A,-7.683959,109.665425
Motorrent,"Jl. Sempor Baru Km 1, Tebong, Semanding, Gombong",-7.59846,109.50316
Cv. Sumber Hasil Abadi,JL. YOS SUDARSO TIMUR 168,-7.60928,109.52812
Harapan Baru Motor,Jl. Yos Sudarso No. 454A,-7.608611,109.494444
Hajir Motor,Jl.Pasar Petanahan Kebumen,-7.7392,109.53364
Morodadi Motor,Jl. Letjend Suprapto 18 Kebumen,-7.66856,109.65803
Berkah Motor,"Jl. Raya Jabres, Sruweg, Kebumen",-7.66449,109.61511
Cv Dua Saudara,"JL. GODEAN KM 6,5",-7.77546,110.3247
Berkah motor,Jl. Godean Km.4 Ngestiharjo,-7.781111,110.351111
Dena motor,"Jl. Magelang Km 18, Yogyakarta",-7.658611,110.326667
Sumber Berkat Motor,"Jl. Kebon Agung km. 8,5 Desa Mriyan",-7.656111,110.326667
Toko Surya Buana Motor,Jl. Majapahit No.2 Kel. Panjang,-7.475556,110.219722
Glory Motor,Jl. Majapahit 5b Magelang 56111,-7.479695,110.220711
Indo Motor,Jl. Sriwijaya 39C-39D,-7.480983,110.223706
Colombo Motor,Jl. A. Yani Kios PJKA 345 Magelang,-7.464156,110.222532
Glory motor,Jl. Majapahit No. 5 B / C,-7.480278,110.220556
Surya buana motor,Jl. Majapahit 2A,-7.477865,110.220689
Victori Motor,Jl. A. Yani Kios Pjka 7B,-7.464282,110.222409
Aryo Motor,Jl. Beringin IV No.17 Tidar,-7.49409,110.226748
Brilliant Motor,Jl. Raya Magelang - Purworejo Km 7 33,-7.52693,110.18817
Rejeki Motor,JL. MAGELANG – PURWOREJO KM 10 RUKO PASAR JAMBU,-7.5432,110.16602
Jetis jaya motor,Jl. Raya No. 117 Salaman,-7.714394,110.013477
"""sumber Utama"" Toko",Jl. KH.A. Dahlan No.92,-7.711667,110.015833
Inti Motor,Jl. Jend. A. Yani No.24 RT.04 RW.15,-7.709722,110.018889
Baja Teknik,Jl. Medang 13 Rejowinangun Utara Magelang,-7.481595,110.222043
Jakarta motor,Jl. Sri Suwarno No. 29,-7.315278,110.188056
52 a motor,Jl.MT Haryono 33 A,-7.315984,110.173598
Arimbi Motor,Jl. MT Haryono Temanggung,-7.315767,110.171982
Sinar Jaya Bengkel,jJl. Raya Kranggan Temanggung,-7.343524,110.21136
Cv Tasindo Daya,JL. KOSASIH NO.12 KEL. PARAKAN KAUMAN,-7.27978,110.09975
Sukadaya motor,Jl. Kosasih No. 12,-7.281944,110.099444
Fajar Motor,Jl. Diponegoro 212A,-7.286158,110.095549
Jakarta Motor Ii,Jl. Diponegoro 88 A Parakan,-7.285996,110.09508
Chandra Jaya Motor,Jl. Let Suwaji 234 Parakan,-7.279934,110.100878
Brianna Motor,JL. PAKISDADU DS. REJOSARI KEC. PRINGSURAT,-7.35616,110.29628
Metaram motor,Jl. A. Yani No. 126,-7.369167,109.900833
Pangestu motor,Jl. Resimen 18 / 103,-7.363056,109.901944
Marabunta,Jl. Kyai Muntang No. 31 Wonosobo,-7.368951,109.905214
Bahagia Motor,Jl. A. Yani 88 Wonosobo,-7.36783,109.902121
# Ria Motor,Jl. S. Parman 61 A Wonosobo,-7.361404,109.906278
Fajar motor,Jl. Diponegoro No. 212,-7.286944,110.093056
Toko Mulia Jaya,Jl. Kusuma No.77,-7.667778,109.661111
Bengkel Rafa Motor,Pandansari RT.08/02 Kertek Wonosobo,-7.388213,109.965505
Danareal Motor,JAMBUSARI RT.01/07,-7.38819,109.96242
Panorama qolbu motor,Jl.Raya Parakan No.135,-7.388516,109.965198
Panorama Qolbu Motor,Jl. Parakan No.135 Kertek,-7.369444,109.981111
Akar Mas Motor,Jl. Purworejo Km 53,-7.392565,109.965991
Putra Remaja Motor,Jl. Wetan Pasar Sapuran Wonosobo,-7.462413,109.98005
Fajar Motor,"JL LETTU SUGIARNO 32 RT2/7, MAGELANG",-7.58421,110.2868
Tugu Besi Motor,JL. PEMUDA NO. 67 RT 01 / 04,-7.58341,110.28689
Pucung Motor,JL. PEMUDA NO. 9 RT 01/09,-7.57921,110.2809
Pucung Motor,Jl. Pemuda No. 9 Desa Pucungrejo,-7.593889,110.264722
Agung Jaya Motor,Jl. Tambakan 6 Muntilan,-7.58073,110.28477
Kurnia motor,Jl. Samara Tungga 3A,-7.600788,110.209678
Sabar jaya,Jl. Brigjen . Sudiarto 105-107,-7.586497,110.825
Prima jaya motor,Jl. Kyai Mojo Baturono No. 8,-7.58493,110.830032
SionÂ motor,Jl. Yos Sudarso No. 257,-7.581389,110.820833
Inti jaya,Jl. Joko Tingkir No. 7,-7.575423,110.782531
Cv Jebres Jaya,JALAN INSINYUR SUTAMI NO. 81/83,-7.56377,110.85212
Seger Jaya,Jl. Urip Sumoharjo 123 Solo,-7.564291,110.834546
Putra Makmur Motor,Jl. Jaya Wijaya 112 Mojosongo Solo,-7.535703,110.838471
Seger Jaya Motor,Jl.Urip Sumoharjo 123,-7.564167,110.834167
Adrian Motor,Ir Juanda No. 124 Kampung Sewu Solo,-7.570486,110.846749
Dunia Motor,Jl. Gotong Royong 64 Surakarta,-7.570851,110.842063
Karisma Jaya Motor,Jl.Slamet Riyadi No.260 Rt.006/004,-7.568731,110.817815
Toko Soember Kencana,"Jl. Ahmad Yani 182,",-7.552379,110.821827
Sahabat terang motor,Jl. Jend. Sudirman 130 C,-7.67273,110.838342
Sinar naga,Jl. P. Tendean 151 Nusukan,-7.544449,110.820024
Motor Oli,Jl. Kapten Tendean 10,-7.550375,110.821811
Dokter Motor,Jl. Kolonel Sugiyono 197 Sekip Kadipiro Solo,-7.533503,110.819176
Central Sakti Agratama,"JL. PAKEL 136, BANYUANYAR, BANJARSARI, SOLO",-7.53865,110.79928
Cv Motoroli Solo,JL. ADI SUMARMO NO.183,-7.54097,110.80771
Sumber makmur,Jl. Jend Suprapto No.26,-7.551075,110.802698
Jaya mulya motor,Jl. Tangkuban Perahu 20 A,-7.540615,110.842574
Mitra Setia Motor,Jl.KH.Agus Salim No.36,-7.565833,110.793333
Gemilang Motor,"JL. YOS SUDARSO 239 PASAR KLIWON, SOLO",-7.58087,110.82092
Mantep Motor,Dan Liris Jati Cemani (Timur Perempatan Btk Keris),-7.577335,110.803534
Jaya Motor,Jl. Hasanudin 2 Pasar Nongko,-7.557956,110.814132
Mantep Motor,Jl.Muh.Yamin 42,-7.573611,110.816111
Theo Motor,JL.MUH YAMIN 52 (KAWATAN 40),-7.57699,110.81844
GemilangÂ motor,Jl. Kratonan No. 26-28,-7.580833,110.820833
Ud Barokah Jaya Motor,DESA NGURENSITI RT06/02,-6.67484,111.07284
Ud Kurnia Alam,Jl. Yos Sudarso 319 Solo,-7.3529,110.491101
Resh 2 Motor,Jl. Kebonan RT 5 RW 1 Karanggede Boyolali,-7.361237,110.644213
Sinaragung Prasadikindo,Jalan Dewi Sartika No.20 Rt.07/04,-7.557392,110.887892
Cv Dian Terang,"JL. SLAMET RIYADI NO.450 B, MAKAMHAJI",-7.60661,110.78
Ud mitra setia,Jl. Agus Salim No. 36,-7.565449,110.793475
Plasa Ban,JL.ADI SUMARMO NO.2 SINGOPURAN KARTASURA,-7.55156,110.74289
"Raja Jegos, Co",Jl. Pemuda 79 Pabelan Salatiga,-7.293178,110.51317
Kurniawan Motor,Jl. Wimbo Harsono 25 Kartasura,-7.56208,110.75784
Bintan Motor,RUKO FAJAR INDAH PERMATA II BLOK A1-08,-7.5435,110.78848
Inti Motor,GAMAWAN,-7.53737,110.75923
Serba Ada Motor,Psr.Klitikan Notoharjo Blok B No.151-156 Semanggi,-7.568889,110.822222
Toko Baru,Jl.Raya Sukowati No.235,-7.4275,111.020833
Indonesia Motor,Jl.Raya Sukowati No.281,-7.4275,111.019722
Cv Jaya Abadi Mulya,JL. RAYA SUKOWATI NO. 237,-7.42737,111.02146
Garuda Motor,JL. RAYA SUKOWATI 309 SRAGEN,-7.42639,111.27222
Cv.jaya Abadi Mulya,JL. RAYA SUKOWATI 239 SRAGEN,-7.42737,111.02147
Tri Sari,JL. RAYA SUKOWATI,-7.42811,111.01874
Bengkel mas bowo,Jl.Raya Sukowati 641,-7.429755,111.013058
Tri sari motor,Jl. Sukowati No. 199,-7.427924,111.01791
Langgeng jaya motor,Jl. W.R Supratman No. 7,-7.418421,111.037445
Putra Persada,"Jl. Solo-Sragen Km. 15,2 Gronong Sidodadi",-7.49509,110.918361
Gemolong Motor,"Dukuh Gemolong ,Gemolong",-7.395556,110.8275
Langgeng Jaya Motor,DK. NGESENG RT 17 DS. KWANGEN KEC. GELOMONG SRAGEN,-7.39622,110.82441
Santri Motor,Gardu RT.15 Ds.Sambiduwur,-7.378192,110.876163
AgungÂ jayaÂ motor,Jl. Pandanaran 43 Boyolali,-7.537222,110.605556
Wijaya Motor,Jl.Pandanaran No.12.,-7.536389,110.603056
Aj jaya motor,Jl.Pahlawan No.41,-7.540822,110.603341
Indi Motor,Jl. Cendana 17,-7.519499,110.592619
214 Motor,Jl. Pandanaran 214 Boyolali,-7.52877,110.6016
Sido mukti,Jl. Perintis Kemerdekaan No. 28,-7.568195,110.797974
PT Brajaguna Oto Mandiri,JL. PERINTIS KEMERDEKAAN,-7.31428,110.61688
Kusuma Jaya Motor,Jl. Pandanaran 305 Boyolali,-7.521389,110.598097
AgungÂ motor,Jl. Raya Ampel No. 240,-7.456111,110.546389
Tsm Variasi,"JL. CANDI AMPEL RT04/06, URUTSEWU, BOYOLALI",-7.45214,110.5489
Mbs Motor,Jl. Cempogo (Boyolali-Muntilan Km. 10),-7.514718,110.515515
Muslim Motor,Jl. Panasan Solo,-7.505047,110.746609
Inti Jaya Ii,Jl. Raya Nogosari-Simo Km. 1 Boyolali,-7.443186,110.736855
Inti Jaya,Dk.Mencil Rt.01/01 Ds.Glonggon,-7.443932,110.752343
Alam Terang,Duwet Rt.16/07 No.4,-7.371572,110.755942
Resh Motor Sport,Dk.Kacangan Rt.03 Rw.01,-7.375096,110.76776
Alam Terang Motor,"JL. DUWET NO.8 RT16/RW07, ANDONG, KARANGGEDE",-7.37191,110.75614
Resh Motor,Jl. Raya Kacangan Andong Boyolali,-7.383215,110.766562
Spirit motor,Jl. Nguter Rt. 02/06 Sukoharjo,-7.744823,110.878051
